Ael
Alan
Alban
Alouarn
Andrev
Aodren
Avel
 Abel
Argan
Armel
 Armael
Arzel
Arzhur
Arzhul
Azel
Bleiz
Bodvaël
Breval
Brieg
Briend
Budig
Buzig
Budog
Catwalon
Conwoion
Denez
Derog
Divi
Drogon
Edern
Eflam
Ehouarn
Eliaz
Elouan
Enor
Envel
Eon
Eozen
Erwan
Evan
 Erwann
Ewen
Fañch
Fragan
Frañsez
Gael
Gaiwin
Gaiben
Gegon
Gereg
Warog
Jestin
Getenok
Gireg
Gloutroñ
Gorgon
 Gourgon
GoulvenGoulwen
Goulwen
Gourmaëlon
Gourmelon
Wrmaëlon
Gralon
 Gradlon
Gregor
Guiraac
Gurloës
Gurvand
 Gurvan
Gweltaz
Gwenc'hlan
Gwenael
Gwendal
Gwenegan
Gwenou
Gwenole
Gwenvael
Gwilherm
Gwion
Herve
Houarnon
Hoel
Iael
Iañ
Iltud
 Tudig
Ioañ
Iouen
 Ioun
Ivi
Jagu
Jakez
Jaoua
 Jaouen
 Jaoven
 Joeva
 Jova
Jili
 Jil
Job
Jud
Judicaël
 Judikael
 Juhel
 Jikel
 Jezekel
Jungomarc'h
Jukondin
 Jugon
Juvad
Kadeg
 Kadog
 Kado
 Kadou
Kaourintin
 Kaorantin
 Kaou
Karadeg
Ke
Kelen
Kolaig
 Nicolaz
Konan
Korneli
Kristen
Kristoc'h
Kilian
Laouenan
Loig
Lomig
Gwilhom
Gwilherm
Louarn
Lug
Madeg
Maden
Mael
Malo
 Malou
Maodez
Matilin
Mazhe
 Maze
 Mahe
 Maho
Melen
Meloar
 Melar
 Melaer

Meriadeg
Merwen
Meven
 Meheñ
 Meeñ
Mikaël
Milio
 Meliaw
 Miliaw
Morgan
Morvan
Nedeleg
Neventer
Nevenou
 Nevenoe
 Venou
Nuz
Olier
Paol
 Pol
Paskweten
 Paskwiten
 Pask
 Paskal
 Paskou
Per
Peran
Petrok 
Perig
 Pereg
Prijañ
Riagad
Rieg
 Riou
 Rio
 Riog
Rivod
 Riwod
 Rivodius
Riwal
 Riwalon
 Rivelen 
Walig
Ronan
 Reun
 Renan
Roparz
Rudalt
Salaun
 Selaven
Samzun
Segal
Servan
Stefan
 Steven
Soaig
 Soig
Talwin
Tangi
Taran
Tegoneg
 Veneg
Tenenan
Trever
 Tremer
Tujen
Tristan
Tual
 Tudal
 Tudwal
 Tugdual
Tudi
Vio
Wiomarc'h
Ael
Aelez
Aela
Laig
Lezig
Aelia
Aenor
Ahez
Alana
Alanez
Naig
Nezig
Alara
Lara
Elara
Lera
Alera
Albina
Albinen
Bina
Binen
Alis
Alwena
Andrea
Andreva
Ana 
Naig
Anig
Annwenn
Aodrenel
Aodrena
Aodrenez
Aourell
Aourel
Aouregan
Aouregen
Aouregon
Oregan
Aourgen
Orguen
Argantael
Argantel 
Telig
Arzhela
Arzhelez
Arzela
Arzhura
Arzhula
Arzhuren
Arzhulen
Avela
Awena
Azenor
Aziliz
Barban
Barba
Beniga
Benigez
Berc'hed
Brec'hed
Beuzega
Bleiza
Bleizen
Bleuzen
Bleuen
Bleunven
Bleunwen
Bleunien
Brendana
Briaga
Briagen
Briagell
Briagez
Briega
Briegen
Briegez
Charleza
Deniela
Denielez
Denoela
Edernez
Ederna
Eflama
Eflamez
Elena
Lena
Lénaig
Elwina
Enora
Enored 
Enorig
Norig
Envela
Eozenez
Eozena
Erel
Erwana
Erwanez
Flamen
Flamel 
Flamig
Flamelig
Fragana
Fraganez
Fraganen
Frañseza 
Soaz
Soazig
Seza
Fant
Fantig
Fañchen
Gael
Gaela 
Laig
Gaud
Gladez 
Dezig
Goulwena
Goulwenez
Goulvena
Goulvenez
Gurvana
Gurvanez
Gwelaouen
Gweltazen
Gweltaza
Jildazez
Jildaza
Gwenaela
Gwen
Gwena
Gwenen
Gwenez
Gwenina
Gweninen
Nina
Ninen
Gwenola
Heodez
Hervea
Herveva
Herveven
Houarneva
Houarneven
Hoela
Hoelen
Iael
Iana
Ianez
Iouna
Iuna
Ivona
Vona
Kana
Kaourantina 
Kaoura
Tina
Katell
Kelig
Klervi
Kollina
Koulm 
Koulmen
Koulma
Koulmez
Kristen
Lena
Loeiza 
Zaig
Liz
Liza
Loeva
Louane
Lezou
Madenn
Maela
Maelez
Maelen
Maelenn
Maelwen
Maiwenn
Maiwen 
Mewen
Margaid
Marc'harid
Marc'haid
Marc'halid
Gaid
Magod
God
Lid
Mari
Maria
Mai
Mariana 
Maina
Mana
Bigana
Marianig
Marivon 
Mona
Mazheva
Mazheven
Mevena
Mevenez
Mikaela
Mikela
Modana
Modanez
Maodanez
Maodana
Morana
Moranez
Moranen
Morgan
Morgana
Morganez
Morganen
Morvanen
Morvana
Morvanez
Muriel
Nevena
Nevenez
Venaig
Nezig
Ninoga
Ninog
Nenoga
Nenega
Noela 
Nouela
Nolwenn 
Noalig
Nolwen
Non
Nona
Oanez 
Oanel
Nezig
Nelig
Onen
Orguen 
Aourken
Ourken
Aouregan
Ouragona
Paderna
Padernez
Padriga
Padrigez
Paola
Pola
Plezou
Plezota
Plezouta
Predena
Ronana
Ronanez
Ronanen
Reunana
Reunanez
Reunanen
Rozenn
Ruvona
Ruvonen
Ruvonez
Sklerijen
Sklaeren
Sklaera
Sklaerder
Soaz
Frañseza
Solen
Solenn
